review_tag,hotel_star,address,services,price_range,hotel_name,review_score
"All reviews,lake bryan,bunk beds,dollar tree,full kitchen,washer and dryer,sunrise suite,master bedroom,disney fireworks,cici's pizza,downtown disney,covered parking,tile floors,view from the balcony,pool area,hot tub,main bedroom,mini golf,short drive,own bathroom,living area",3.5 star — Blue Heron Beach Resort 3.5*,"13428 Blue Heron Beach Drive,Orlando,FL,32821-6323","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$109 - $366 (Based on Average Rates for a Standard Room)
","
,
Blue Heron Beach Resort
",4.5
"All reviews,international drive,bahama breeze,great hotel,universal blvd,the breakfast area,free breakfast,breakfast staff,millers ale house,within walking distance,waffle maker,fresh fruit,every morning,clean rooms,easy access,front desk staff,great stay,staying at this hotel,would definitely stay here again,cereal,fridge",2.5 star — Hampton Inn Orlando International Drive/Convention Center 2.5*,"8900 Universal Blvd,Orlando,FL,32819-9361","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Business Center with Internet Access,
Free Parking,
Free Breakfast,
Meeting Rooms,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Dry Cleaning,
Concierge ","
$97 - $253 (Based on Average Rates for a Standard Room)
","
,
Hampton Inn Orlando International Drive/Convention Center
",4.5
"All reviews,sleep number,waffle house,downtown disney,make a u turn,great hotel,free cookies,disney world,the crossroads,red lobster,lake buena vista,family suite,hotel restaurant,fridge and microwave,premium outlets,clean hotel,outlet mall,flat screen,free shuttle,two queen beds,short drive",3.5 star — Radisson Hotel Orlando - Lake Buena Vista 3.5*,"12799 Apopka Vineland Rd,Orlando,FL,32836","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Kitchenette,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Shuttle Bus Service,
Room Service,
Free Parking,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$98 - $189 (Based on Average Rates for a Standard Room)
","
,
Radisson Hotel Orlando - Lake Buena Vista
",4.5
"All reviews,express pass,water taxi,city walk,islands of adventure,harry potter,islands dining room,tchoup chop,early admission,orchid lounge,fast pass,both parks,early access,room key,universal orlando,club level,boat ride,staying on site,the hard rock,theme park,beautiful hotel",4 star — Loews Royal Pacific Resort at Universal Orlando 4*,"6300 Hollywood Way,Orlando,FL,32819-7614","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge,
Spa,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Business Center with Internet Access,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Babysitting ","
$221 - $493 (Based on Average Rates for a Standard Room)
","
,
Loews Royal Pacific Resort at Universal Orlando
",4
"All reviews,orlando airport,the concierge lounge,an early morning flight,the shuttle driver,meeting rooms,next morning,very nice hotel,rental car,stayed here for one night,bed was very comfortable,front desk staff,up to date,fitness center,per day,club level,coffee maker,upon check,mco,lobby,marriott",4 star — Renaissance Orlando Airport Hotel 4*,"5445 Forbes Pl,Orlando,FL,32812-9010","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Paid Wifi,
Paid Internet,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Room Service,
Shuttle Bus Service,
Business Center with Internet Access,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities,
Laundry Service ","
$121 - $252 (Based on Average Rates for a Standard Room)
","
,
Renaissance Orlando Airport Hotel
",4.5
"All reviews,hollywood studios,yachtsman steakhouse,stormalong bay,club level,sandy bottom,lazy river,beach club next door,captain's grill,magic kingdom,walking distance to epcot,day bed,crescent lake,water slide,epcot fireworks,beaches cream,boardwalk area,disney world,disney boardwalk,quiet pool,cape may cafe",4 star — Disney's Yacht Club Resort 4*,"1700 Epcot Resorts Boulevard,Orlando,FL,32830-8407","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Spa,
Hot Tub,
Tennis Court ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Business Center with Internet Access,
Room Service,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Babysitting ","
$438 - $780 (Based on Average Rates for a Standard Room)
","
,
Disney's Yacht Club Resort
",4.5
"All reviews,hospitality house,bedroom villa,main pool,turtle pond,the bus,downtown disney,olivia's restaurant,dvc members,gurgling suitcase,millers road,peninsular road,hospitality center,hospitality area,saratoga springs,disney vacation club,full kitchen,welcome home,community hall,grand villa,laundry room",3.5 star — Disney's Old Key West Resort 3.5*,"1510 North Cove Road,Orlando,FL,32830-8421","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub,
Golf course,
Tennis Court ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Airport Transportation,
Dry Cleaning,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Room Service,
Meeting Rooms ","
$362 - $838 (Based on Average Rates for a Standard Room)
","
,
Disney's Old Key West Resort
",4.5
"All reviews,front desk,port canaveral,an early morning flight,the shuttle driver,the breakfast area,complimentary breakfast,orlando international airport,next morning,restaurants within walking distance,stayed one night,breakfast staff,great stay,clean hotel,disney cruise,i highly recommend this hotel,rental car,business center,convenient location,beds were comfortable,free shuttle",2.5 star — Hampton Inn Orlando International Airport 2.5*,"5767 T G Lee Blvd,Orlando,FL,32822-4400","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free High Speed Internet ( WiFi ),
Free Internet,
Public Wifi ,
Business Center with Internet Access,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Airport Transportation,
Meeting Rooms,
Multilingual Staff,
Dry Cleaning,
Laundry Service,
Self-Serve Laundry ","
$92 - $211 (Based on Average Rates for a Standard Room)
","
,
Hampton Inn Orlando International Airport
",4
"All reviews,palm parkway,downtown disney,social hour,free breakfast,monday to thursday,lake buena vista,olive garden,separate bedroom,hot items,basketball court,fridge freezer,lounge area,yogurt,front desk manager,hot breakfast,hot tub,laundry room,lynx bus,full kitchen,location is excellent",3 star — Hawthorn Suites by Wyndham Orlando Lake Buena Vista 3*,"8303 Palm Pkwy,Orlando,FL,32836-6438","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Shuttle Bus Service,
Free Breakfast,
Children Activities (Kid / Family Friendly),
Room Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$88 - $185 (Based on Average Rates for a Standard Room)
","
,
Hawthorn Suites by Wyndham Orlando Lake Buena Vista
",4.5
"All reviews,beignets,port orleans,food court,downtown disney,the bus,river view,disney world,sassagoula river,dining plan,stayed in building,corner room,gift shop,cast members,boat ride,moderate hotel,double sinks,towel animals,magical express,food hall,bus service",3.5 star — Disney's Port Orleans Resort - French Quarter 3.5*,"2201 Orleans Drive,Orlando,FL,32830-8424","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Room Service,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Airport Transportation,
Dry Cleaning,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$207 - $330 (Based on Average Rates for a Standard Room)
","
,
Disney's Port Orleans Resort - French Quarter
",4.5
"All reviews,the ritz,lazy river,citron restaurant,beautiful hotel,pool area,self parking,inner tubes,lobby lounge,breakfast buffet,turn down service,resort fee,business conference,kids activities,per day,fitness center,lake view,room rate,great pool,spring break,primo","4 star — JW Marriott Orlando, Grande Lakes 4*","4040 Central Florida Parkway,Orlando,FL,32837-7662","
Wheelchair access,
Non-Smoking Hotel ,
Restaurant,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Spa,
Hot Tub,
Golf course,
Tennis Court ,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Air Conditioning ,
Paid Wifi,
Paid Internet,
Free Internet,
Public Wifi,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Room Service,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities,
Babysitting ","
$177 - $493 (Based on Average Rates for a Standard Room)
","
,
JW Marriott Orlando, Grande Lakes
",4.5
"All reviews,ale house,front desk,the breakfast area,millenia mall,breakfast attendant,free breakfast,within walking distance,free shuttle,golden corral,yogurt,king suite,city walk,cab ride,universal orlando,bed was comfortable,other hotels,great stay,every morning,short drive,definitely stay here again",2.5 star — Fairfield Inn & Suites Orlando Near Universal Orlando Resort 2.5*,"5614 Vineland Rd,Orlando,FL,32819-7827","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Public Wifi,
Paid Internet ,
Free Breakfast,
Shuttle Bus Service,
Room Service,
Free Parking,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$113 - $229 (Based on Average Rates for a Standard Room)
","
,
Fairfield Inn & Suites Orlando Near Universal Orlando Resort
",4.5
"All reviews,free shuttle,free breakfast,separate sitting area,wet bar,tgi fridays,room was spacious,within walking distance,minute walk,shuttle service,the breakfast area,would stay here again,theme park,yogurt,bathroom door,great place to stay,pleasant stay,excellent hotel,mini fridge,outlet mall,convenient location",3 star — Hyatt Place Orlando Universal 3*,"5895 Caravan Court,Orlando,FL,32819-7901","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Restaurant ,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Shuttle Bus Service,
Room Service,
Free Breakfast,
Multilingual Staff,
Self-Serve Laundry,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Conference Facilities ","
$109 - $248 (Based on Average Rates for a Standard Room)
","
,
Hyatt Place Orlando Universal
",4.5
"All reviews,resort fee,pitch and putt,paddle boats,rock climbing wall,self parking,palm cafe,heated pool,beautiful hotel,disney fireworks,per day,water slide,sliding door,fire pit,tennis courts,lake view,near disney,orlando area,great pool,fitness center,upon check",4 star — Hyatt Regency Grand Cypress 4*,"One Grand Cypress Boulevard,Orlando,FL,32836-6799","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge,
Spa,
Hot Tub,
Golf course,
Tennis Court ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Business Center with Internet Access,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Conference Facilities,
Multilingual Staff,
Babysitting ","
$179 - $394 (Based on Average Rates for a Standard Room)
","
,
Hyatt Regency Grand Cypress
",4.5
"All reviews,disney springs,american kitchen,aveda products,walking distance to disney,poolside room,parking fee,pool bar,front desk staff,beautiful hotel,bunk beds,disney area,near disney,free shuttle,mousesavers,valet,conference,fireworks",4 star — B Resort & Spa 4*,"1905 Hotel Plaza Blvd,Orlando,FL,32830-8438","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge,
Spa,
Hot Tub ,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Room Service,
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities ","
$146 - $309 (Based on Average Rates for a Standard Room)
","
,
B Resort & Spa
",4
"All reviews,kids eat free,applebee's restaurant,movie room,kids suite,bunk beds,downtown disney,pool area,resort fee is,lake buena vista,splash pad,refrigerator and microwave,disney world,booked this hotel,shuttle service,bahama breeze,convenience store,ping pong,business center,nice pool,late check",3.5 star — Holiday Inn Resort Orlando-Lake Buena Vista 3.5*,"13351 State Road 535,Orlando,FL,32821-6228","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Fitness Center with Gym / Workout Room,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free High Speed Internet ( WiFi ),
Free Internet,
Public Wifi,
Paid Wifi ,
Business Center with Internet Access,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Room Service,
Meeting Rooms,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Dry Cleaning,
Laundry Service ","
$99 - $200 (Based on Average Rates for a Standard Room)
","
,
Holiday Inn Resort Orlando-Lake Buena Vista
",4
"All reviews,quality inn,international drive,air con,coffee maker,lynx bus,sand lake road,cleaned every day,free shuttle,golden corral,great base,universal studios,cleaned daily,fridge and microwave,great holiday,wet n wild,hired a car,free towels,rooms are basic,buffet style,iron and ironing board",3 star — Rosen Inn International 3*,"7600 International Drive,Orlando,FL,32819-8237","
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet,
Public Wifi ,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$65 - $110 (Based on Average Rates for a Standard Room)
","
,
Rosen Inn International
",4
"All reviews,village inn,april willis,international drive,bamboo grill,tower room,warm cookies,main tower,mini golf,discovery cove,busch gardens,convention center,trolley stop,hotel grounds,pool bar,lynx bus,ping pong,fridge and microwave,parking fee,main pool,aquatica",3.5 star — Doubletree by Hilton Orlando at SeaWorld 3.5*,"10100 International Drive,Orlando,FL,32821-8019","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge,
Spa,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet ,
Room Service,
Business Center with Internet Access,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Dry Cleaning,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$98 - $261 (Based on Average Rates for a Standard Room)
","
,
Doubletree by Hilton Orlando at SeaWorld
",4
