x,sentiment
"Alas, I don't remember any #Russians interfering with me during the #Brexit referendum https://t.co/7wtBO9bGBz",-1
Labour splits on #immigration as Keir Starmer says free movement cannot be ignored in #Brexit talks https://t.co/OkRb6Vs27k,-1
"Even if true, what's the point of 
@UKLabour if it promotes #Brexit at expense of rights. @Fifthcolumnblue @Mancman10 @jeremycorbyn",-1
"#magnacarta article 62
We the people not parliament can choose our destination and we voted #brexit https://t.co/hZgZMT2fT2",1
More investors are now turning to student property on the back of Brexit https://t.co/6qZP6aRPwH #PropertyNews #Brexit #investment #student,-1
"Excellent piece from #Labour man on why Labour must oppose #Brexit. if it carries on present road, oblivion awaits https://t.co/bJ8qWR5iF7",0
"#Brexit is hogging the headlines, and will continue to do so for at least 2 years. @banndit78 @jeremycorbyn @RoyCMalin @acgrayling",-1
Thread. On #freemovement and #Brexit. https://t.co/B94glqSbda,-1
Hmmm ... I was quite prepared to respect him - until he betrayed us all  by supporting #Brexit @RoyCMalin @jeremycorbyn @acgrayling,0
and the #Brexit-ers tell us we need to get out of the EU because it's doing so badly https://t.co/FHZlwPIJF0,1
#EuropeanUnion Committee Report - #Brexit: the options for trade https://t.co/bPe9q9ibnn,-1
"@InFactsOrg  re #Brexit &amp; Ireland has the key point ""the risks of Brexit outweigh the benefits"" ....by a big margin! https://t.co/vSdnLl5IOT",0
"#Brexit reading list: economic, business and transport policy issues courtesy of the Commons Library‰Û_ https://t.co/sdfqn7KdJf",-1
But it was his choice to support #Brexit without a whimper of protest. @Fifthcolumnblue @Mancman10 @jeremycorbyn,-1
"Post-#Brexit, the FCA is taking the positive step of building bridges with #fintech regulators abroad:‰Û_ https://t.co/3vTh2r7X2y",-1
Asian investors are taking advantage of favourable exchange rates following #Brexit. Read more via @Telegraph: https://t.co/BSrfq9cCZ1,-1
"Treat the 17.5m Leave voters like children, say @DavidCVigar. Full effects of #Brexit will end post-truth era https://t.co/5cuu33N0VM",-1
Arrant Banker the man who bankrolled #Brexit https://t.co/zaNFBzfpFd,-1
"Interesting exchange between @PHammondMP and @HelenGoodmanMP in the treasury committee on R&amp;D, H2020 and #brexit‰Û_ https://t.co/9xDmqfOcyM",-1
Why 2017 will bring the #eurozone crisis to a head https://t.co/agkgkwiDxG @MoneyWeek #Brexit https://t.co/MC9f6Q6t9c,0
Positive news for #AIM on liquidity in 2016 despite #Brexit from @jjpjolly @CityAM. Hopefully this continues in 2017 https://t.co/70mJI1EIvo,1
"@jimwaterson #Putin launched #ProjectFear with Cameron, asked #Remain campaigners to label #Brexit voters racist &amp; put #BobGeldof on boat",1
.@WSJ any tips on how the latest #brexit court challenge will turn out?,-1
Could #Brexit save the elephants from #illegalwildlifetrade ? - https://t.co/zZEcmjGZan,-1
@fleetstreetfox @jimwaterson Scratch the #BRexit referendum as invalid.,0
Fairly sure end of free movement was one of the main limbs of the #Leave argument. If it remains then #Brexit will‰Û_ https://t.co/PfYMC3cTXA,-1
Just when you thought #Brexit couldn't get any stupider https://t.co/ZAiKvxSvrK,0
@tcliverpool You are missing the point. If he supports #Brexit I would rather stick needles in my eyes.  @Mancman10,0
One advantage of #brexit will be less Europeans who have no idea of #TfL escalator etiquette. #standontherightonly #keepmovingontheleft,1
"@Mancman10 I'm not so sure he couldn't have successfully opposed the current ""culture of hatred"" - Until he sided with #UKIP over #Brexit",0
"#Labour on #Brexit: we care about jobs &amp; economy so we want #SingleMarket 
#Labour on #southernstrike: ’Ê_’üá&amp; ’Ê_’±è",0
"Greek 'payouts' finalised‰Û_EUROPE pays ZERO tax by 2019!
UK: go w/ the Judges‰Û_cancel #Brexit.
25% NHS budget 2016‰Û_on making scabes?-
#Lame",-1
"Tonight at 1800 GMT: yours truly on @Monocle24 #midori house, discussing #trump, #brexit and the spanish work day. Hasta luego",-1
"@ppwone
#SustySTORY | #ESD thru #Storytelling
Lord #Future on Gala apple tablets, #Brexit..
https://t.co/iyZ6bsj5Vk‰Û_ https://t.co/MCtZObcHiI",-1
"@richbull
#SustySTORY | #ESD thru #Storytelling
Lord #Future on Gala apple tablets #Brexit..‰Û_ https://t.co/TB9barxODa",-1
Our latest report looks at the challenges businesses face following the #Brexit vote https://t.co/6OK3cqk7OB,0
"@NeilOllazo @Alexicon83 Vital  to have a positive Chancellor, who will talk up #Brexit, who has vision &amp; optimism.  He does opposite.",-1
From today: here's what could happen with #Article50 and #Brexit now that Labour are switching tack again: https://t.co/ZTZmNyA1Ys,-1
The European Parliament have released a briefing on the United Kingdom and EU financial services #Brexit https://t.co/gLTUFO4sv4,-1
What can we learn from Brexit and Trump? https://t.co/JTefUnMhJP #Trumo #Brexit #EU #Clinton https://t.co/emVeNUXsyT,-1
Interesting data analysis of the #UKIP threat to #Labour https://t.co/72grl2vS75 #Brexit,-1
"@Workers4Trump @Coeurdelion87 We appreciate Obamas help in winning #Brexit, we may not have done it without him sticking his nose in.",1
#Brexit and the Death of British Business https://t.co/PSBFQdecSH via @nybooks,0
We like a little positivity! Creative Industries could benefit from #Brexit and Trump. #TuesdayMotivation #culture https://t.co/q8U1W2dC6m,1
An update on the Supreme Court Brexit negotiations https://t.co/kTwKW2mlrX #labour #Brexit https://t.co/vbhusYlgFB,1
@Keir_Starmer demands `reasonable management' of migration post #Brexit https://t.co/Gfxcwx7LO9 via @business @SvenjaODonnell @ThomasWPenny,-1
What does Trump mean for renewable energy? https://t.co/8tz7wRWLkX #Brexit #China # https://t.co/jZZm1PdUJj,-1
V&amp;A museum asks artists to travel through time to tackle #Brexit https://t.co/oOt1DHogzJ,-1
#Wellcome Trust‰Ûªs bet against #pound helps reap 19% returns https://t.co/iach1Lk8uz #Brexit,-1
Clothing and fuel prices spark leap in inflation rate https://t.co/UGjwkOmngb #brexit #inflation https://t.co/2GJTnoiEAc,0
"@marcuschown @Navarion BOLLOX. 'It was never promised,you don't promise by saying LETS do..... that's a suggestion, stop lying.#brexit",-1
What does #Brexit Britain mean for #tech? --&gt; https://t.co/n0XI5XL41d #AutumnStatement #5G #fibre https://t.co/Q2Y5bYMcq1,-1
What does #Brexit Britain mean for #tech? --&gt; https://t.co/4uNwq2R1zB #AutumnStatement #5G #fibre https://t.co/TDphSjhZRC,-1
Society Matters magazine is out now! Free download: https://t.co/yAQuEWcgoE #Housing #Savings #Lending #Brexit #FinTech #Vulnerability,-1
'STOP this language' #AnnaSoubry SNAPS on Radio 4 over #Brexit transition deal https://t.co/TO8dnsuACC https://t.co/WQm6fIwirn,-1
As foreseen by researcher #Brexit may take longer than two years to finalise - Chancellor Philip also acknowledges.  https://t.co/iNswZp0yHp,-1
Our #Brexit survey for members closes this Friday. #RIBA members have your say! https://t.co/VancURKSkF,0
"UK universities fear #Brexit brain drain - more than 31,000 academics in country are non-British EU citizens https://t.co/lOzWAlOOvL",0
Looking forward to tonight's seminar on the meaning of #Brexit and arbitration!!,-1
"Er, #EU citizens already have a form of ID. How do you think that we got into the UK from cont Europe? What we need‰Û_ https://t.co/mKCUMCW1a8",-1
"Any #Brexit 'transition' deal is nothing more than a way to keep the UK's foot in the door, to bring us back into the #EU at a later stage.",0
Taking decisions affecting the UK here - the #1 priority for Tory &amp; Labour #Brexit voters @SimonGJames @LordAshcroft https://t.co/sbGCrdgX2i,-1
https://t.co/utd5B9bjRf pics Sir @Keir_Starmer #Brexit speech @business @bpolitics #London this AM @UKLabour @labourpress @LabourLordsUK,-1
Does  @jeremycorbyn support #Brexit for some kind of perverse personal principle - or is he just another #Populist Politician ?,0
But #Brexit will give #AbsolutePower to #UK govt of the day - Left or Right #HumanRights #WorkersRights trump party political ideology.,-1
@Mancman10 Am not entirely comfortable turning against @jeremycorbyn supported him 100% B4  #Brexit #heartbreaking https://t.co/wt7T5RS6gQ,-1
#Brexit debate in a nutshell. https://t.co/5DgEbEqvGL,-1
Why Trump presents an opportunity for traders https://t.co/9WtJ6IE4UT #BoE #BoJ #Brexit https://t.co/W1EBMrMYJP,1
"’Ê_’_¢ #BREXIT 
A Brexit betrayal is coming ‰ÛÒ but who will get the blame? | Aditya Chakrabortty https://t.co/KWRsOU6kx7
#KRTpro #News",0
The contribution of ICI to society is raised in UK House of Commons https://t.co/G3LvgSQwxE #Hansard #Brexit #IndustrialStrategy,1
Had the pleasure to spend lunchtime listening to @Keir_Starmer. He was impressive. Has a positive vision of #brexit  https://t.co/Qxel7K41On,1
We must make sure that innovative treatments are still available in the UK post #brexit @MHRAgovuk #raredisease,-1
#TheresaMay needs to start being honest. have cake &amp; eat it is fantasy. #Brexit will carry heavy price - are UK people prepared to pay?,0
Good to see @MHRAgovuk engaging patient groups early at their meeting on #Brexit today - sharing and listening to patient views on brexit,0
#brexit &amp; biotech scupper Edinburgh Worldwide's year https://t.co/4HgG8waqct,-1
"As I see it, #Brexit negotiations have already started, but on twitter. The whole agreement could be less than 140 characters.",-1
"Nice @POLITICOEurope line on #Brexit: ‰ÛÏUK to tear up gym membership, then asks if it can still use changing rooms until it finds new locker""",-1
UK Column News 6th Dec 2016 ~ Supreme Court Brexit case day 2 https://t.co/LmRJbiCRTc #syria #melanie #shaw #brexit,-1
How #CEOs can build a post #Brexit #business #strategy https://t.co/3mtick7QTZ #corpgov #strategy,-1
#Brexit Welcome to the #BananaRepublic Of #LittleEngland https://t.co/IFpT5uAiMr,0
Alot has happened in the past few months from the result of the #Brexit referendum: https://t.co/rzkOBCIV4c #design‰Û_ https://t.co/TcjDSIZ7li,-1
Supreme Court tries to capitalise on the high-profile #Brexit case. Heightened public interest in its work could ma‰Û_ https://t.co/TYi9pmNd3s,-1
#Brexit and #Passporting Our Capco Institute experts shine a light in the darkness. #Banking https://t.co/EH60QdBfIS https://t.co/Sfdu5662xA,0
"Red, white and blue #Brexit ’Ê_’áá’Ê_’á_ https://t.co/2XUxQ4qpNq",-1
#GeorgeGalloway slams free movement and blasts 'liberals' for calling #Brexit vote 'RACIST' https://t.co/sNNx4Q1ytE https://t.co/o3miJsXYYl,1
Why the Supreme Court ruling is unlikely to affect May's plans for Brexit https://t.co/kTwKW2mlrX #labour #Brexit https://t.co/i2vegRiDe0,-1
"Gd to see @Keir_Starmer giving coherent speech on #brexit #Bloomberg uniting the country, ensuring hard fought prog‰Û_ https://t.co/kLncb3VObd",0
#Brexit - The Death of British Business | by Simon Head Via @solange_lebourg https://t.co/1ZXvlXfCS9,0
"#Brexit gave you a voice, its time you used it #Islam #Muslims #stophate #warheroes #Britain #conservatives https://t.co/HhNTHytWyz",1
#UKIP is not Labour's phantom menace @UKLabour collaboration with #UKIP &amp; #Brexit signals end of all hope 4 #GE2020 https://t.co/C1g3eu9nbh,1
"@BBCPolitics to win voters? a ""Simple clear message"" NO to #Brexit and be sure Labour will win the next election",0
"Is ur #business handling suppliers as poorly as Britain is handling #Brexit?
Let us handle them for you! https://t.co/9UhUxulQPE",-1
"Demand for homes as it shrugs off #Brexit uncertainty.
Just saying...
https://t.co/bqZmgRRSA5",0
#Brexit fears make central London house prices fall. Guess Melvyn will keep on living on his boat in #Hackney though https://t.co/QuioPpH2PJ,0
Ask #farage when will balance of trade be improved post #brexit &amp; return to defend himself if it is not achieved &amp; not blame remainers #WATO,0
@Alexicon83  TOTALLY AGREE.  have just blogged. https://t.co/Ll7bn3OMAr  Hammond disaster  @borisjohnson #Brexit #borisjohnson,-1
8 engaging questions on #brexitdebate - @lsebrexitvote acknowledging no answers [yet].  How will businesses cope wi‰Û_ https://t.co/CuhftNn9xt,-1
"@ProfSHaslett
#SustySTORY | #ESD thru #Storytelling
Lord #Future on Gala apples, #Brexit..
https://t.co/iyZ6bsj5Vk‰Û_ https://t.co/j29OAPNji8",-1
"@stevecayzer
#SustySTORY | #ESD thru #Storytelling
Lord #Future on Gala apples, #Brexit....
https://t.co/iyZ6bsj5Vk‰Û_ https://t.co/aAUL8Ka6hG",-1
"@GKGough
#SustySTORY | #ESD thru #Storytelling
Lord #Future on Gala apple tablets, #Brexit..‰Û_ https://t.co/n0sMP4sc4i",-1
"@DaniellaTilbury
#SustySTORY | #ESD thru #Storytelling
Lord #Future on Gala apples #Brexit..‰Û_ https://t.co/l7TmxjaQe7",-1
"Constitutional Reform and Governance Act 2010 role in govt‰Ûªs #Brexit negotiations first up in #LordsQs, live now‰Û_ https://t.co/wplJMUgTMF",-1
"Eye-opening stats from @CNNMoney
76% of UK CEOs have considered moving headquarters/ parts of their business out of the UK #Brexit #FDIshow",0
Why is UK inflation rising so quickly? Blame #Brexit and the oil price https://t.co/6luRwwjR3D #Business https://t.co/VKgFjIfIrm,0
"Employ decent financial journalist questioning #farage on potential financial consequences of a hard #brexit, @Marthakearney useless #WATO",-1
So how exactly does triggering #Article50 &amp; leaving the #EU work? RT: https://t.co/gokrFDT0mg #Brexit #PoliticsExplained,-1
"@business &amp; #brexit supporters want the same #hardbrexit not #backsliding by #remain politicians, that was made clear during the run up!",1
@Keir_Starmer amazing speech on #brexit https://t.co/TcK2zIjFTT,-1
"According to Hammond, the #UK will seek a 'transitional period' from the EU, extending the #Brexit timeline. #Sterling jumped on the news.",-1
"With #Brexit we'll be paying more...in fewer &amp; fewer shops.
#Remain &amp; https://t.co/JpRMFcmgap https://t.co/hiczv1d56h",0
America ’Ê_’_â at least they're openly racist unlike the UK. When it's only really obvious through #Brexit https://t.co/oyLSmdFyrb,0
@joe_pattinson @shakeys7 I only viewed it to laugh at their response to #Trump and #Brexit . I don't really take it seriously.,-1
@Far_Right_Watch could it be that #Brexit broke ukip's bank?,-1
"#Brexit will undermine #London's legal standing, barristers warn: https://t.co/116GsnFpur",0
And those who couldn't grow one or draw one were compelled to tweet abuse at #Remainiacs until their #Brexit was re‰Û_ https://t.co/YqyXrgqF5b,1
