,neighborhoods,price,sqft,title,,,,
281, (dITMAS PARK),"$532,500 ","
                    1br -
                ",EASY COMMUTE TO MANHATTAN* CLOSE TO SHOPS AND TRAINS,,,,
895, (115 Edgewood Ave. New Haven),"$532,500 ","
                    4br -
                ",Dwight Gardens - Renovated Apartments!,,,,
1822, (Bayonne),"$538,500 ","
                    3br -
                ",32 Edwards court ( rental ),,,,
1863, (Bayonne),"$538,500 ","
                    2br -
                    1050ft2 -
                ",755 Broadway  ( Rental ),,,,
1890, (Sunset Park),"$538,500 ","
                    1br -
                ",No fee!Marvelous Newly renovated Spacious One Bedroom Near Express Trains,,,,
1940, (Sunset Park),"$538,500 ","
                    1br -
                ",Newly renovated Spacious One Bedroom Near Prospect Park,,,,
238,NA,"$540,000 ","
                    2br -
                ",renovated apartments great price  2 bedroom,,,,
255,NA,"$540,000 ","
                    2br -
                ",renovated apartments great price $1800,,,,
284, (university),"$540,000 ","
                    2br -
                ",2 bedroom  apartments great price $1800,,,,
286,NA,"$540,000 ","
                    2br -
                ",2 Dormitorio university area !!!,,,,
505,NA,"$540,000 ","
                    4br -
                ",✸✸✸ 300+ Rent Stabilized apartments available✸,,,,
635,NA,"$540,000 ","
                    2br -
                ",2 renovated apartments great price $1800,,,,
643,NA,"$540,000 ","
                    2br -
                ",2 BEDROOM AVAILABLE  ready to move,,,,
789,NA,"$540,000 ",NA,1 BED /1BATH APARTMENT ON EAST 14 ST,,,,
1029,NA,"$540,000 ","
                    4br -
                ",✸✸✸ 300+ Rent Stabilized apartments available✸,,,,
1579,NA,"$540,000 ","
                    2br -
                ",APARTMENT AVAILABLE call now,,,,
1591,NA,"$540,000 ",NA,renovated apartments great price $1800,,,,
1626,NA,"$540,000 ","
                    1br -
                ","university area 2 bedroom $1,800",,,,
2210, (Brooklyn),"$540,000 ","
                    1br -
                ",11/2 bedroom apartment/ Clinton hill area,,,,
2270, (Baychester avenue vicinity),"$540,000 ","
                    3br -
                ",huge three bedroom one bath for rent,,,,
122,NA,"$553,500 ","
                    4br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
124,NA,"$553,500 ","
                    4br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
130,NA,"$553,500 ","
                    4br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
131,NA,"$553,500 ","
                    2br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
132,NA,"$553,500 ","
                    3br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
137,NA,"$553,500 ","
                    4br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
139,NA,"$553,500 ","
                    4br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
142,NA,"$553,500 ","
                    4br -
                ",⚁⚂⚁■ OPEN HOUSE TODAY UNTIL 9PM - DREAM APARTMENTS ALL O,,,,
624, (East Village),"$555,000 ","
                    1br -
                ",All Incl fee Roomy for LARGE Queen room-awesome view of Empire State,,,,
1805, (Clinton Hill),"$555,000 ","
                    1br -
                ",Marvelous Newly renovated Spacious One Bedroom Near Express Trains,,,,
2045, (College Point),"$555,000 ","
                    2br -
                    800ft2 -
                ","2 Brs Apts on 2Fl, Private Driveway, One Small Pet Allowed",,,,
2264, (Baychester avenue vicinity),"$555,000 ","
                    3br -
                ",huge three bedroom two baths for rent,,,,
2271, (northeast bronx),"$555,000 ","
                    3br -
                ",huge three bedroom two baths for rent,,,,
2296, (Wallace avenue),"$555,000 ","
                    2br -
                ",Two bedroom apartment,,,,
2305, (Wallace avenue),"$555,000 ","
                    2br -
                ",Two bedroom apartment,,,,
1219, (East Harlem),"$559,200 ","
                    2br -
                ",15 min walk to 125th Station - 2BR available now - No fee,,,,
1292, (East Harlem),"$559,200 ","
                    2br -
                ",15 min walk to 125th Station - 2BR available now - No fee,,,,
1451, (Harlem / Morningside),"$559,200 ","
                    2br -
                ",Great Deal - 2BR in elevator building - Utilities included - No fee,,,,
1452, (Harlem / Morningside),"$559,200 ","
                    2br -
                ",East Harlem - Pleasant Ave & 120th st - Immediate,,,,
1453, (East Harlem),"$559,200 ","
                    2br -
                ",Next to East River Plaza Mall - 2BR with utilities included - No Fee,,,,
340, (Inwood / Wash Hts),"$568,500 ","
                    1br -
                ",renovated apartments great price $1895,,,,
1589, (Inwood / Wash Hts),"$568,500 ","
                    2br -
                ",2 Bedroom Apartment 1895 dyckman area,,,,
688," (PARK SLOPE , GREENWOOD HEIGHTS)","$569,700 ","
                    2br -
                    850ft2 -
                ",NO FEE  Affordable + Renovated 2 Bedrooms Railroad in South Park Slope,,,,
33, (White plains),"$570,000 ","
                    1br -
                    700ft2 -
                ",Dobbs Ferry 1 BR  3 minute walk to train,,,,
254, (Riverdale),"$570,000 ","
                    2br -
                    800ft2 -
                ",Stunning 2BR 1BATH Apartment~Gut Renovated~Great Location~Near ALL!!!,,,,
277, (DITMAS PARK),"$570,000 ","
                    1br -
                ",UNDER MARKET~SPACIOUS~CLOSE TO SHOPS & TRAINS*EASY COMMUTE TO THE CITY,,,,
291, (Brooklyn),"$570,000 ","
                    2br -
                ",Basement apartment for rent!,,,,
308, (Brooklyn),"$570,000 ","
                    2br -
                ",Basement apartment for rent!,,,,
331, (Brooklyn),"$570,000 ","
                    2br -
                ",Basement apartment for rent!,,,,
344, (Brooklyn),"$570,000 ","
                    2br -
                ",Beautiful apartment for rent!,,,,
404, (Brooklyn),"$570,000 ","
                    2br -
                ",Basement apartment for rent!,,,,
780, (79th Street),"$570,000 ","
                    2br -
                ",Large 2 bedroom apartment in Middle Village,,,,
1016, (East Flatbush),"$570,000 ","
                    2br -
                ",Newly renovated 2.5 bedroom apart.,,,,
1491, (Midtown East),"$570,000 ",NA,Amazing Studio - Great Location!,,,,
1813, (Bayonne),"$570,000 ","
                    3br -
                    1200ft2 -
                ",newly constructed 3 bed 2 bath,,,,
2273, (Baychester avenue vicinity),"$570,000 ","
                    3br -
                ",three bedroom  two baths for rent,,,,
945, (Lower East Side),"$577,500 ",NA,Large Studio - No Fee,,,,
1487, (Midtown East),"$585,000 ",NA,Great Location studio apartment!,,,,
1489, (Midtown East),"$585,000 ",NA,Great Location studio apartment!,,,,
1837, (Bayonne),"$585,000 ","
                    4br -
                ",347 Kennedy Blvd (rental ),,,,
2170, (Midtown West),"$585,000 ","
                    1br -
                    500ft2 -
                ",FULLY RENOVATED JR 1 BED- W54TH ST- OPEN HOUSE####NO FEE,,,,
2257, (Baychester avenue vicinity),"$586,800 ","
                    3br -
                ",three bedroom  ONE bath for rent linc,,,,
153, (FOREST HILLS/REGO PARK/KEW GARDENS),"$592,500 ","
                    1br -
                    730ft2 -
                ",LUXURY NEW ELEVATOR BUILDING W/D TERRACE 2 BLOCKS R/M Q/BLVD/MALL R/ST,,,,
862, (Astoria),"$592,500 ",NA,Newly Renovated Studio 6 Min To N/Q Station!!,,,,
175, (Astoria),"$598,500 ","
                    1br -
                ",Close to Park - Sunny - Pet friendly - Available: Dec 1st,,,,
121, (Park Slope),"$600,000 ","
                    1br -
                ","Wonderful 1.5 Bedroom Apartment for Rent in Park Slope, Pets Welcome!",,,,
296, (SOUTH BEACH),"$600,000 ","
                    2br -
                ",TWO BEDROOM FOR RENT (MALLORY),,,,
359, (midtown east),"$600,000 ","
                    1br -
                    540ft2 -
                ",One bedroom walk up 3/renovated/sunny/59&2nd ave,,,,
1089, (Park Slope SOUTH: 1MONTHFEES. COM),"$600,000 ","
                    2br -
                ","Spacious 2BR, Great for Shares/Students; 1MONTHFEES.COM",,,,
1225, (Park Slope SOUTH: 1MONTHFEES. COM),"$600,000 ","
                    2br -
                ","Spacious 2BR, Great for Shares/Students; 1MONTHFEES.COM",,,,
1445, (Brooklyn),"$600,000 ","
                    2br -
                ",2 bedroom duplex,,,,
1824, (Jersey City),"$600,000 ","
                    4br -
                ",85 terhune Ave ( Rental ),,,,
893," (Stamford, CT)","$609,000 ","
                    430ft2 -
                ",Luxury Studio Apt in a Prime Waterfront Location near I-95,,,,
937, (2nd st 27th ave),"$622,800 ",NA,2 bedroom in astoria,,,,
364, (Astoria),"$628,500 ","
                    1br -
                ",AMAZING 1BED APARTMENT 8 MINS FROM N/Q TRAINS!!,,,,
1873, (Prospect Heights),"$628,500 ","
                    1br -
                ",Marvelous Newly renovated Spacious One Bedroom Near Grand Army Plaza,,,,
563, (MINEOLA),"$630,000 ","
                    3br -
                ","MINEOLA FIRST FLOOR 3 BEDROOM, WALK TO RAILROAD, PARKWAYS, HOSPITALS",,,,
2087, (Upper East Side),"$643,500 ",NA,Best Deal Below 75th St!! + No fee & Steps to Train,,,,
353, (Forest Hills),"$645,000 ","
                    578ft2 -
                ","Simply Wonderful -  Large  Renovated Alcove Studio, No Fee",,,,
355, (Shelton),"$645,000 ","
                    3br -
                    1985ft2 -
                ",Home for rent - Long Hill Area of Shelton,,,,
178, (flushing),"$658,500 ","
                    2br -
                ",~*~*~Brand NEW 2 Bedroom FLUSHING,,,,
583, (Upper East Side),"$658,500 ",NA,1st - 5th ave. 73rd st,,,,
1826, (Clinton Hill),"$658,500 ","
                    2br -
                ",Marvelous Newly renovated Spacious Two Bedroom Near Express Trains,,,,
165, (Williamsburg),"$660,000 ",NA,Williamsburg One Bedroom,,,,
252, (Astoria),"$660,000 ","
                    1br -
                ",Gut Renovated 1Bed Apartment!! 7Mins to N/Q!!,,,,
338, (Edgewater|North Bergen|Walk to Cityplace),"$660,000 ","
                    2br -
                    1500ft2 -
                ",Open Floorplan Edgewater |Steps to NYC Bus|shop/movies/eats/nightlife,,,,
458, (89 Grand St. Hoboken),"$660,000 ","
                    1br -
                ",Beautiful 1 Bdrm Plus Yard & Storage. Available ASAP!,,,,
839, (Clason Point),"$660,000 ","
                    3br -
                ",New Gated Community in Harbor Point,,,,
1098, (Cobble Hill),"$660,000 ","
                    1br -
                ",Beautiful 1 Bedroom Apartment for Rent in Cobble Hill with Balcony,,,,
1106, (Cobble Hill),"$660,000 ","
                    1br -
                ",Beautiful 1 Bedroom Apartment for Rent in Cobble Hill with Balcony,,,,
1151, (Crown Heights),"$660,000 ","
                    3br -
                ",3BR W/BALCONY BLOCKS FROM UTICA & E PKWY...ROOMMATES WEL...,,,,
1436, (Harlem / Morningside),"$660,000 ","
                    2br -
                ","Great 2BR available now, close to train 2, 3, B, C - No fee",,,,
1438, (Harlem / Morningside),"$660,000 ","
                    2br -
                ",No Fee - Renovated 2BR available for immediate move in,,,,
1440, (Harlem / Morningside),"$660,000 ","
                    2br -
                ",Ideal 2BR for students or professionals at City College and Columbia,,,,
1442, (Harlem / Morningside),"$660,000 ","
                    2br -
                ",Immediate 2BR/1BTH on W139th close to City College of NY and Columbia,,,,
1448, (Harlem / Morningside),"$660,000 ","
                    2br -
                ",Move in now - Modern 2BR close to train - Adam Clayton & W139th,,,,
1450, (Inwood / Wash Hts),"$660,000 ","
                    2br -
                ","Bright 2BR renovated and modern, near 2,3, B & C trains, NO FEE",,,,
1461, (Upper West Side),"$660,000 ","
                    2br -
                ","Down to the wire, 3 units left, 2 bedroom, elevator building",,,,
1625, (BRIARWOOD),"$660,000 ","
                    2br -
                    1100ft2 -
                ",LUXURY ELEVATOR GARAGE W/DRYER IN UNIT TERRACE R/STAB CENTRAL AIR AAA,,,,
2340, (STATEN ISLAND),"$660,000 ","
                    3br -
                ",amazing 3 bd house for rent,,,,
2341, (STATEN ISLAND),"$660,000 ","
                    3br -
                    1650ft2 -
                ",amazing furnished 3bd house for rent,,,,
503,NA,"$666,600 ","
                    5br -
                ",🔆🔅400 NEW APARTMENTS SEE UNTIL 9Pm    🔅,,,,
125,NA,"$673,500 ","
                    5br -
                ",⚃⚂⚁  THIS IS YOUR NEW APARTMENT! SEE TODAY TILL,,,,
143,NA,"$673,500 ","
                    5br -
                ",⚃⚂⚁  THIS IS YOUR NEW APARTMENT! SEE TODAY TILL,,,,
144,NA,"$673,500 ","
                    5br -
                ",⚃⚂⚁  THIS IS YOUR NEW APARTMENT! SEE TODAY TILL,,,,
150,NA,"$673,500 ","
                    5br -
                ",⚃⚂⚁  THIS IS YOUR NEW APARTMENT! SEE TODAY TILL,,,,
152,NA,"$673,500 ","
                    5br -
                ",⚃⚂⚁  THIS IS YOUR NEW APARTMENT! SEE TODAY TILL,,,,
2200, (Midtown East),"$675,000 ",NA,24 hour Doorman + Laundry! Come see today,,,,
782, (Forest hills),"$690,000 ","
                    2br -
                    1100ft2 -
                ",2 bedroom 2 bath apt for rent,,,,
849, (Park Slope: 1MONTHFEES. COM),"$690,000 ","
                    2br -
                ","6Ave & 14St, Spacious 2BR/2Bath, Great 4 Share/Couple; 1MONTHFEES.COM",,,,
900, (Park Slope: 1MONTHFEES. COM),"$690,000 ","
                    2br -
                ","6Ave & 14St, Spacious 2BR/2Bath, Great 4 Share/Couple; 1MONTHFEES.COM",,,,
902, (Park Slope: 1MONTHFEES. COM),"$690,000 ","
                    2br -
                ","6Ave & 14St, Spacious 2BR/2Bath, Great 4 Share/Couple; 1MONTHFEES.COM",,,,
917," (White Plains, Walk to Train & Downtown!)","$690,000 ","
                    1br -
                    900ft2 -
                ","Charming 1BR 1BA Pre-War Corner Apt incl. Parking, Heat and Hot Water",,,,
994, (brooklyn ny),"$690,000 ","
                    3br -
                ",5 bdr  apt city feps,,,,
1086," (Park Slope, SOUTH /Greenwood)","$690,000 ","
                    3br -
                ","Sunny, Large 3BR, Great for Shares!!! Near D/N/R Train, Laundry, Shops",,,,
1174, (Park Slope),"$690,000 ","
                    2br -
                ","6th Avenue, Park Slope - NO FEE 2 Bedroom 2 Bath Apartment for Rent",,,,
1197, (Park Slope),"$690,000 ","
                    2br -
                ",NO FEE 2 Bedroom 2 Bath Apartment for Rent,,,,
1216," (Park Slope, SOUTH /Greenwood)","$690,000 ","
                    3br -
                ","Sunny, Large 3BR, Great for Shares!!! Near D/N/R Train, Laundry, Shops",,,,
1226," (Park Slope, SOUTH /Greenwood)","$690,000 ","
                    3br -
                ","Sunny, Large 3BR, Great for Shares!!! Near D/N/R Train, Laundry, Shops",,,,
1430, (Harlem / Morningside),"$690,000 ","
                    2br -
                ","Close to train 2,3, B, C - move in now - NO FEE",,,,
1431, (Harlem / Morningside),"$690,000 ","
                    2br -
                ","Open House Every day, weekdays 6-8, weekends 12-3.",,,,
1432, (Harlem / Morningside),"$690,000 ","
                    2br -
                ","Immediate move in, No fee modern 2BR walking distance to City College",,,,
1433, (Harlem / Morningside),"$690,000 ","
                    2br -
                ","No Fee, Modern 2BR with elevator near train, Columbia and City College",,,,
1435, (Harlem / Morningside),"$690,000 ","
                    2br -
                ",Immediate - Corner 2BR Flat close to City College of NY and Columbia,,,,
2331, (BROOKLYN),"$690,000 ","
                    3br -
                ",No Fee * New Large 3 Bed 2 Bath (Bed Stuy / East NY),,,,
26, (Inwood / Wash Hts),"$705,000 ","
                    2br -
                ","must see 2 br apt next train A,C,E,2,B,D,laundry,elevator,dishwasher",,,,
30, (Inwood / Wash Hts),"$705,000 ","
                    2br -
                ","must see 2 br apt next train A,C,E,2,B,D,laundry,elevator,dishwasher",,,,
159, (Astoria),"$705,000 ","
                    2br -
                ",Beautiful 2 BR apt with parking in Astoria!!,,,,
913, (Inwood / Wash Hts),"$705,000 ","
                    2br -
                ","must see 2 br apt next train A,C,E,2,B,D,laundry,elevator,dishwasher",,,,
916, (Inwood / Wash Hts),"$705,000 ","
                    2br -
                ","must see 2 br apt next train A,C,E,2,B,D,laundry,elevator,dishwasher",,,,
